Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update
SOLEIL,YenKin,958095.0,Fantasy,9.54,246.2,"Ever since her parent's funeral, Florette seems to only find solace in her flower shop and garden.
 Her love for nature is tested when she meets a tiny plant prince from a miniature plant world. With the ""invaders"" threatening his plant kingdom, Florette finds her calling to help save the world and its people. Could it be her botanist skills, or is there a bigger connection between Florette and the Kingdom of Soleil?", WEDNESDAY
HEART Anthology,Marvin.W / caw-chan,1.5,Heartwarming,9.65,221.3,"Featuring stories from the 2020 Short Story Contest! From wholesome stories to tearjerkers, are you ready to catch these feelings? New stories released every Wednesday."," WED, THU, FRI, SAT, SUN"
The Horizon,JH,175864.0,Drama,9.84,139.8,"An apocalyptic event has wiped out most of the population. A young boy meets a girl in the sea of dead bodies. Bound together by their shared trauma, they keep walking forward in hopes of finding a safe haven. But does a safe haven exist in a world that has lost its humanity?",COMPLETED
The Savior's Time,Song Geukjang,237221.0,Thriller,9.57,123.6,"When the youngest sister of the Yu family ends her own life, her elder brother begins to investigate her untimely death. The only clue left behind is the record of her messages on Savior -- a mysterious online community for those who need salvation from reality.", TUESDAY
Asterion,NeverDraws,240863.0,Drama,8.97,87.5,"When Asterion wished upon a star for a better life, they never imagined an agent of the stars would actually come and grant it! Now they are the newest member of the Starlight Assembly, tasked with granting wishes made on the stars that light up the night sky. But even with their seemingly unlimited abilities, not every wish will come true...", SUNDAY
My Life as a Loser,kkanaria,5347.0,Drama,9.77,111.1,My life was ruined after you bullied me in high school. So why do you get to be happy and successful? I'll give you a taste of your own medicine! Now you'll see what it felt like to be me... And you better be ready to pay the price if you want to return to your own body.,COMPLETED
Thornstone,Taejun Pak / SW Jeon,216838.0,Fantasy,9.06,76.3,"Powerful and headstrong, Iris is a young girl who commands magical powers that most of us would only dream about. But if her grandfather has his way, those mystical skills will be used to do little more than maintain a successful goldsmith shop in their tiny village. However, when war approaches their doorstop, Iris knows it is her destiny to help join the cause, and satisfy her urge to accomplish great things with her considerable gifts.", FRIDAY
Her Bucket List,Vicente Miranda,507131.0,Romance,9.72,308.6,"Rari's entire world falls apart when her boyfriend dies. Overwhelmed with the pain of losing the love of her life, she decides to go through the bucket list they made together before joining him in death. Things take an unexpected turn when fate links her to Hansol, her neighbor who has a painful story of his own. The two embark on a journey to heal their wounds and learn there is more to life than trauma and heartbreak.",COMPLETED
To Be Ordinary!,Yellow sheep / So-p,949502.0,Drama,9.07,18.4,"Due to his prosopagnosia, Sang struggles with maintaining a normal school life. It's hard to make friends when everyone's face looks like an eggâ€¦ literally. There's only one person he can recognize -- Ujeong, a mysterious girl who seems to struggle with fitting in herself. In their pursuit to be ""ordinary"", these two high-schoolers forge an unexpected friendship.", SATURDAY
Dark Mortal,Jeonyeok Lee,1.0,Drama,9.79,209.3,"Being called a freak isn't so bad when you have a spunky little black blob as a companion. An explosion leaves Nam Kang orphaned, scarred, and nearly blind, but he toughs out the daily bullying with the help of his imaginary blob friend, Inky. Until one day, Nam wakes from a bad beating to find his scars healed and his vision restored. At a new school, Nam is finally given the chance to live life as a normal kid. But it isn't just his scars that have disappeared. His best friend Inky is gone, too.",COMPLETED
Bastard,Carnby Kim / Youngchan Hwang,7.0,Thriller,9.87,1.5,There is a serial killer in my house!,COMPLETED
Behind the Curtain,dagwa,137416.0,Romance,8.41,99.4,"Juyeon has a crush on the new recruit to the theater club, Sol. Things seem to be going well until Juyeon's ex girlfriend, Minkyeong, joins the club and approaches Juyeon with questionable intentions. As if running into Minkyeong wasn't enough, the trio are asked to perform in a play, ""The Maids"" by Jean Genet, for the annual theater club performance. Will Juyeon be able to unravel their tangled relationships and find love?",COMPLETED
A Good Day to be a Dog,Lee Hey,10.0,Romance,9.84,1.2,"Hana has made every effort to avoid an inevitable family curse... of turning into a dog after her first kiss. Worst of all, the only way for her to break the curse is to get a second kiss. How will that work when Hana's first kiss is with a guy who is deathly afraid of dogs?!",COMPLETED
SAVE ME,Big Hit Ent. / LICO,3.9,Drama,9.87,2.1,"Seven boys. Best friends. Their fates intertwined through the good times together, but also the tough times, as they have gone their separate ways and suffered greatly as a result. When all is almost lost for these boys, one is given a special chance to go back in time and help his friends fix the mistakes that led them down this path. He'll do anything to save them, but can he? Or is he too late?",COMPLETED
This Magical Moment,Yunhui Na,452501.0,Supernatural,9.38,142.5,"Everyday life can be tough even at the best of times, and when you're a witch, an aspiring nun, or a former child actor, it gets a lot tougher! All Bakha, Minhyeok, Sara, and Sanghyeop want to do is live like everyone else and follow their dreams, but they are constantly confronted with prejudice and discrimination from those they encounter. Will they be able to show the world that despite their differences, people are all the same deep down?",COMPLETED
Your Letter,Hyeon A Cho,1.0,Drama,9.93,502.9,"Sori is a special young girl - kind, caring and principled well beyond her years. Unfortunately, these are NOT the personality traits generally celebrated in middle school , especially Sori's, where she's bullied mercilessly for defending the defenseless until she herself becomes a target. To escape, she transfers to a new school where the same old problems begin to play out all over again , that is until a mysterious trail of letters leads Sori on a magical scavenger hunt through the hidden world that exists right below the surface of her new middle school. The mail trail is the work an anonymous guardian angel, whose mission seems to be to provide a soft landing for Sori at her new school. But who is this person? And why did he choose her? With each letter, secrets are revealed and bonds are formed - as Sori learns about friendship, flora, fauna and finding the good in people in this strange new environment.",COMPLETED
LUFF,Arechan,9.0,Romance,9.31,1.2,"Tired of dating apps that feel like they're in control of your love life? Then you better brace yourself for the not-too-distant future of LUFF, where a large worldwide conglomerate has created the ultimate romance-matchmaking-app. How powerful is LUFF? It just may determine every single aspect of your life.",COMPLETED
Days of Hana,Seokwoo,7.1,Drama,9.77,1.0,"Friends since childhood, Haru and Hana do not have a typical relationship -- Hana is human, and Haru is her werewolf who must protect her. Although werewolves are starting to have more rights, they are still seen as exotic beasts by society. As the two fall in love, what will be their fate?",COMPLETED
Where Tangents Meet,instantmiso,2.7,Romance,9.74,1.1,"As Landon and Rachelle venture into falling in love with one another, they hit ruptures in the road. The more they learn about each other, the more they discover about themselves in the midst of encountering jealousy, scandals, accidents, and misunderstandings. Despite the losses and hurt they face together, they reconcile and create an unbreakable bond that guides them not only into a stronger relationship, but also to self-acceptance.",COMPLETED
